,nome_estacao,poluente,metrica,ano,nível_de_poluicao,unidade_de_nivel_de_poluicao,tipo_de_estacao,tipo_de_area,longitude,latitude,altitude,cidade,populacao_da_cidade,link_dados_raw,link_tabela_EEA,poluente_descricao,indice_qualidade_do_ar
8101,Burgães-Santo Tirso,PM10,Máximo diário anual,2014,48.167,ug/m3,Fundo,urbano,-8.4608,41.3539,47.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2014&Year_to=2014&Station=STA-PT01052&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Médio
8102,Paio Pires,O3,Máximo diário anual,2011,106.267,ug/m3,Fundo,suburbano,-9.0811,38.6194,47.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Ozono,Médio
8103,Meco-Perafita,SO2,Máximo diário anual,2018,68.045,ug/m3,Industrial,suburbano,-8.7131,41.2322,25.0,Porto (greater city)                                                            ,955864.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=1&Year_from=2018&Year_to=2018&Station=STA-PT01025&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de enxofre,Muito Bom
8104,Chamusca,NO2,Máximo diário anual,2004,15.763,ug/m3,Fundo,rural,-8.4661,39.3525,143.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de azoto,Muito Bom
8105,Fornelo do Monte,PM10,Máximo diário anual,2009,53.125,ug/m3,Fundo,rural,-8.1006,40.6411,731.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Fraco
8106,Fornelo do Monte,O3,Máximo diário anual,2021,135.708,ug/m3,Fundo,rural,-8.1006,40.6411,731.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Ozono,Médio
8107,Paços de Ferreira,PM10,Máximo diário anual,2016,78.0,ug/m3,Fundo,urbano,-8.3761,41.2742,300.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2016&Year_to=2016&Station=STA-PT01044&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Fraco
8108,Santiago do Cacém,PM2.5,Máximo diário anual,2016,50.375,ug/m3,Industrial,urbano,-8.6975,38.02,261.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2016&Year_to=2016&Station=STA-PT04004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 2.5 µm,Mau
8109,Joaquim Magalhães,PM10,Máximo diário anual,2019,71.067,ug/m3,Fundo,urbano,-7.9267,37.015,4.0,Faro                                                                            ,61015.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA-PT05007&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Fraco
8110,Minho-Lima,PM10,Máximo diário anual,2010,32.583,ug/m3,Fundo,rural,-8.6939,41.8022,777.0,Viana do Castelo                                                                ,84417.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Bom
8111,Santiago do Cacém,O3,Máximo diário anual,1998,108.542,ug/m3,Industrial,urbano,-8.6975,38.02,261.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Ozono,Médio
8112,São Gonçalo,NO2,Máximo diário anual,2022,20.988,ug/m3,Fundo,urbano,-16.9183,32.6497,0.0,Funchal                                                                         ,104024.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de azoto,Muito Bom
8113,Monte Chãos,O3,Máximo diário anual,2002,129.083,ug/m3,Industrial,suburbano,-8.8381,37.9542,129.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Ozono,Médio
8114,Cascais - Escola da Cidadela,NO2,Máximo diário anual,2018,59.426,ug/m3,Fundo,urbano,-9.4294,38.7014,41.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2018&Year_to=2018&Station=STA-PT03104&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de azoto,Bom
8115,Olivais,NO2,Máximo diário anual,1999,180.792,ug/m3,Fundo,urbano,-9.1081,38.7689,32.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de azoto,Médio
8116,Meco-Perafita,PM10,Máximo diário anual,2016,46.565,ug/m3,Industrial,suburbano,-8.7131,41.2322,25.0,Porto (greater city)                                                            ,955864.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2016&Year_to=2016&Station=STA-PT01025&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Médio
8117,Chamusca,PM10,Máximo diário anual,2016,85.9,ug/m3,Fundo,rural,-8.4661,39.3525,143.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2016&Year_to=2016&Station=STA-PT03096&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Fraco
8118,Mem Martins,O3,Máximo diário anual,2010,121.792,ug/m3,Fundo,urbano,-9.3472,38.785,173.0,Sintra                                                                          ,391402.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Ozono,Médio
8119,Ervedeira,SO2,Máximo diário anual,2006,40.458,ug/m3,Fundo,rural,-8.8917,39.9239,68.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de enxofre,Muito Bom
8120,Terena,PM2.5,Máximo diário anual,2010,34.13,ug/m3,Fundo,rural,-7.3975,38.615,187.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 2.5 µm,Fraco
8121,Avintes,NO2,Máximo diário anual,2013,37.918,ug/m3,Fundo,urbano,-8.5558,41.0967,88.0,Porto (greater city)                                                            ,955864.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2013&Year_to=2013&Station=STA-PT01053&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de azoto,Muito Bom
8122,Laranjeiro,PM10,Máximo diário anual,2004,164.863,ug/m3,Fundo,urbano,-9.1578,38.6636,63.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Mau
8123,Quinta do Marquês,NO2,Máximo diário anual,2020,49.367,ug/m3,Fundo,urbano,-9.3233,38.6975,48.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-PT03091&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de azoto,Bom
8124,Lavradio,SO2,Máximo diário anual,2011,3.742,ug/m3,Industrial,urbano,-9.0478,38.6667,31.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de enxofre,Muito Bom
8125,Monte Chãos,NO2,Máximo diário anual,2019,24.042,ug/m3,Industrial,suburbano,-8.8381,37.9542,129.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-PT04001&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de azoto,Muito Bom
8126,Estarreja,PM2.5,Máximo diário anual,2020,70.125,ug/m3,Fundo,suburbano,-8.5672,40.7586,14.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA-PT02004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 2.5 µm,Mau
8127,Ervedeira,PM10,Máximo diário anual,2007,62.333,ug/m3,Fundo,rural,-8.8917,39.9239,68.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Fraco
8128,Chamusca,PM2.5,Máximo diário anual,2012,29.196,ug/m3,Fundo,rural,-8.4661,39.3525,143.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 2.5 µm,Fraco
8129,Custóias-Matosinhos,PM10,Máximo diário anual,2002,156.333,ug/m3,Fundo,suburbano,-8.6447,41.1997,100.0,Porto (greater city)                                                            ,955864.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Mau
8130,Fundão,PM2.5,Máximo diário anual,2020,28.917,ug/m3,Fundo,rural,-7.3019,40.2331,461.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA-PT02020&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 2.5 µm,Fraco
8131,Frossos-Braga,O3,Máximo diário anual,2007,93.625,ug/m3,Fundo,suburbano,-8.4569,41.5694,51.0,Braga                                                                           ,182679.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Ozono,Bom
8132,Quebedo,SO2,Máximo diário anual,2013,3.863,ug/m3,Tráfego,urbano,-8.8942,38.5242,16.0,Setúbal                                                                         ,115126.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=1&Year_from=2013&Year_to=2013&Station=STA-PT03094&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de enxofre,Muito Bom
8133,Lourinhã,PM2.5,Máximo diário anual,2019,26.413,ug/m3,Fundo,rural,-9.2456,39.2783,143.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-PT03102&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 2.5 µm,Fraco
8134,Cascais-Mercado,PM10,Máximo diário anual,2003,124.426,ug/m3,Tráfego,urbano,-9.42,38.6997,5.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Mau
8135,Cerro,NO2,Máximo diário anual,2005,10.438,ug/m3,Fundo,rural,-7.6786,37.3125,300.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de azoto,Muito Bom
8136,Arcos,NO2,Máximo diário anual,2005,50.021,ug/m3,Fundo,urbano,-8.8942,38.5292,2.0,Setúbal                                                                         ,115126.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de azoto,Bom
8137,São João,NO2,Máximo diário anual,2016,73.171,ug/m3,Tráfego,urbano,-16.8831,32.6489,0.0,Funchal                                                                         ,104024.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2016&Year_to=2016&Station=STA-PT06004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de azoto,Bom
8138,São João,PM2.5,Máximo diário anual,2020,41.738,ug/m3,Tráfego,urbano,-16.8831,32.6489,0.0,Funchal                                                                         ,104024.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA-PT06004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 2.5 µm,Fraco
8139,Santana,SO2,Máximo diário anual,2018,3.788,ug/m3,Fundo,rural,-16.8864,32.8078,0.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=1&Year_from=2018&Year_to=2018&Station=STA-PT06008&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de enxofre,Muito Bom
8140,Cerro,PM2.5,Máximo diário anual,2021,8.996,ug/m3,Fundo,rural,-7.6786,37.3125,300.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 2.5 µm,Muito Bom
8141,Laranjeiro,NO2,Máximo diário anual,2014,64.246,ug/m3,Fundo,urbano,-9.1578,38.6636,63.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2014&Year_to=2014&Station=STA-PT03083&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de azoto,Bom
8142,Douro Norte,O3,Máximo diário anual,2022,48.042,ug/m3,Fundo,rural,-7.7908,41.3714,1086.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Ozono,Muito Bom
8143,Joaquim Magalhães,PM10,Máximo diário anual,2010,64.542,ug/m3,Fundo,urbano,-7.9267,37.015,4.0,Faro                                                                            ,61015.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Fraco
8144,Douro Norte,NO2,Máximo diário anual,2009,10.258,ug/m3,Fundo,rural,-7.7908,41.3714,1086.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de azoto,Muito Bom
8145,VNTelha-Maia,NO2,Máximo diário anual,2015,61.363,ug/m3,Fundo,suburbano,-8.6606,41.2522,88.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2015&Year_to=2015&Station=STA-PT01031&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de azoto,Bom
8146,Monte Velho,PM10,Máximo diário anual,2014,66.217,ug/m3,Fundo,rural,-8.7986,38.0769,53.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2014&Year_to=2014&Station=STA-PT04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Fraco
8147,VNTelha-Maia,O3,Máximo diário anual,2000,105.083,ug/m3,Fundo,suburbano,-8.6606,41.2522,88.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Ozono,Médio
8148,Leça do Balio-Matosinhos,PM10,Máximo diário anual,2019,64.583,ug/m3,Fundo,suburbano,-8.6322,41.2181,40.0,Porto (greater city)                                                            ,955864.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA-PT01034&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Fraco
8149,D.Manuel II-Vermoim,PM10,Máximo diário anual,2000,154.167,ug/m3,Tráfego,urbano,-8.6186,41.2356,90.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Mau
8150,Instituto Geofísico de Coimbra,PM10,Máximo diário anual,2021,71.0,ug/m3,Fundo,urbano,-8.4108,40.2069,138.0,Coimbra                                                                         ,134166.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Fraco
8151,Custóias-Matosinhos,NO2,Máximo diário anual,2007,102.533,ug/m3,Fundo,suburbano,-8.6447,41.1997,100.0,Porto (greater city)                                                            ,955864.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de azoto,Médio
8152,Sonega,SO2,Máximo diário anual,2002,100.25,ug/m3,Industrial,rural,-8.7239,37.8711,235.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de enxofre,Bom
8153,Arcos,O3,Máximo diário anual,2010,114.438,ug/m3,Fundo,urbano,-8.8942,38.5292,2.0,Setúbal                                                                         ,115126.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Ozono,Médio
8154,Faial,PM10,Máximo diário anual,2010,24.508,ug/m3,Fundo,rural,-28.6314,38.605,310.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Bom
8155,Olivais,PM10,Máximo diário anual,2021,118.721,ug/m3,Fundo,urbano,-9.1081,38.7689,32.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Mau
8156,Burgães-Santo Tirso,O3,Máximo diário anual,2019,85.0,ug/m3,Fundo,urbano,-8.4608,41.3539,47.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-PT01052&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Ozono,Bom
8157,Ermesinde-Valongo,O3,Máximo diário anual,2013,98.75,ug/m3,Fundo,urbano,-8.5528,41.2067,140.0,Porto (greater city)                                                            ,955864.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2013&Year_to=2013&Station=STA-PT01023&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Ozono,Bom
8158,Fernando Pó,PM10,Máximo diário anual,2016,105.475,ug/m3,Fundo,rural,-8.6906,38.6356,57.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2016&Year_to=2016&Station=STA-PT03099&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Mau
8159,Douro Norte,PM2.5,Máximo diário anual,2014,18.083,ug/m3,Fundo,rural,-7.7908,41.3714,1086.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2014&Year_to=2014&Station=STA-PT01048&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 2.5 µm,Bom
8160,Cerro,NO2,Máximo diário anual,2013,25.874,ug/m3,Fundo,rural,-7.6786,37.3125,300.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2013&Year_to=2013&Station=STA-PT05012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de azoto,Muito Bom
8161,Frossos-Braga,O3,Máximo diário anual,2022,37.333,ug/m3,Fundo,suburbano,-8.4569,41.5694,51.0,Braga                                                                           ,182679.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Ozono,Muito Bom
8162,Aveiro,NO2,Máximo diário anual,2005,78.417,ug/m3,Tráfego,urbano,-8.6467,40.6356,16.0,Aveiro                                                                          ,78734.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de azoto,Bom
8163,Douro Norte,NO2,Máximo diário anual,2004,10.125,ug/m3,Fundo,rural,-7.7908,41.3714,1086.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Dióxido de azoto,Muito Bom
8164,Paio Pires,O3,Máximo diário anual,2017,85.433,ug/m3,Industrial,suburbano,-9.0811,38.6194,47.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2017&Year_to=2017&Station=STA-PT03063&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Ozono,Bom
8165,Fernando Pó,PM10,Máximo diário anual,2011,63.563,ug/m3,Fundo,rural,-8.6906,38.6356,57.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Fraco
8166,Ervedeira,PM2.5,Máximo diário anual,2005,323.792,ug/m3,Fundo,rural,-8.8917,39.9239,68.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 2.5 µm,Mau
8167,Instituto Geofísico de Coimbra,PM10,Máximo diário anual,2015,90.375,ug/m3,Fundo,urbano,-8.4108,40.2069,138.0,Coimbra                                                                         ,134166.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2015&Year_to=2015&Station=STA-PT02016&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Fraco
8168,Cascais-Mercado,PM10,Máximo diário anual,2008,81.125,ug/m3,Tráfego,urbano,-9.42,38.6997,5.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day max,Partículas de diâmetro igual ou inferior a 10 µm,Fraco
