,período,região,instituição,localização_geográfica,total_partos,total_cesarianas,ano,mês,partos_mês,cesarianas_mês,percent_cesarianas_mês,percent_cesarianas_ano
1391,2019-06,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",1354,288,2019,6,229.0,49.0,21.4,não aplicável
2204,2019-07,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",1586,348,2019,7,232.0,60.0,25.9,não aplicável
571,2019-08,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",1809,402,2019,8,223.0,54.0,24.2,não aplicável
580,2019-09,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",2039,454,2019,9,230.0,52.0,22.6,não aplicável
3911,2019-10,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",2279,508,2019,10,240.0,54.0,22.5,não aplicável
3080,2019-11,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",2524,563,2019,11,245.0,55.0,22.4,não aplicável
3086,2019-12,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",2757,607,2019,12,233.0,44.0,18.9,22.0
1450,2020-01,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",235,56,2020,1,235.0,56.0,23.8,não aplicável
615,2020-02,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",413,98,2020,2,178.0,42.0,23.6,não aplicável
623,2020-03,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",650,157,2020,3,237.0,59.0,24.9,não aplicável
634,2020-04,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",844,205,2020,4,194.0,48.0,24.7,não aplicável
3976,2020-05,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",1046,250,2020,5,202.0,45.0,22.3,não aplicável
2273,2020-06,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",1195,282,2020,6,149.0,32.0,21.5,não aplicável
3129,2020-07,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",1386,329,2020,7,191.0,47.0,24.6,não aplicável
3997,2020-08,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",1568,371,2020,8,182.0,42.0,23.1,não aplicável
3149,2020-09,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",1788,427,2020,9,220.0,56.0,25.5,não aplicável
4006,2020-10,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",2016,480,2020,10,228.0,53.0,23.2,não aplicável
694,2020-11,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",2203,528,2020,11,187.0,48.0,25.7,não aplicável
2333,2020-12,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",2360,566,2020,12,157.0,38.0,24.2,24.0
4026,2021-01,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",157,32,2021,1,157.0,32.0,20.4,não aplicável
717,2021-02,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",300,64,2021,2,143.0,32.0,22.4,não aplicável
722,2021-03,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",460,99,2021,3,160.0,35.0,21.9,não aplicável
1542,2021-04,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",635,144,2021,4,175.0,45.0,25.7,não aplicável
739,2021-05,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",854,196,2021,5,219.0,52.0,23.7,não aplicável
746,2021-06,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",1050,238,2021,6,196.0,42.0,21.4,não aplicável
4066,2021-07,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",1257,287,2021,7,207.0,49.0,23.7,não aplicável
1572,2021-08,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",1469,337,2021,8,212.0,50.0,23.6,não aplicável
3234,2021-09,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",1683,381,2021,9,214.0,44.0,20.6,não aplicável
3242,2021-10,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",1898,432,2021,10,215.0,51.0,23.7,não aplicável
4101,2021-11,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",2099,482,2021,11,201.0,50.0,24.9,não aplicável
4107,2021-12,Região de Saúde LVT,"Hospital de Loures, PPP","38.821455,-9.176296",2295,549,2021,12,196.0,67.0,34.2,23.9
818,2013-01,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",192,57,2013,1,192.0,57.0,29.7,não aplicável
831,2013-02,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",367,101,2013,2,175.0,44.0,25.1,não aplicável
1637,2013-03,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",575,152,2013,3,208.0,51.0,24.5,não aplicável
2510,2013-04,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",746,193,2013,4,171.0,41.0,24.0,não aplicável
2518,2013-05,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",939,244,2013,5,193.0,51.0,26.4,não aplicável
865,2013-06,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1114,300,2013,6,175.0,56.0,32.0,não aplicável
874,2013-07,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1301,350,2013,7,187.0,50.0,26.7,não aplicável
1676,2013-08,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1492,407,2013,8,191.0,57.0,29.8,não aplicável
2547,2013-09,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1752,456,2013,9,260.0,49.0,18.8,não aplicável
3347,2013-10,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1956,528,2013,10,204.0,72.0,35.3,não aplicável
3353,2013-11,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",2133,577,2013,11,177.0,49.0,27.7,não aplicável
3365,2013-12,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",2354,628,2013,12,221.0,51.0,23.1,26.7
95,2014-01,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",202,59,2014,1,202.0,59.0,29.2,não aplicável
3383,2014-02,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",377,108,2014,2,175.0,49.0,28.0,não aplicável
101,2014-03,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",557,150,2014,3,180.0,42.0,23.3,não aplicável
3397,2014-04,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",734,202,2014,4,177.0,52.0,29.4,não aplicável
3411,2014-05,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",912,251,2014,5,178.0,49.0,27.5,não aplicável
2614,2014-06,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1086,294,2014,6,174.0,43.0,24.7,não aplicável
1747,2014-07,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1276,344,2014,7,190.0,50.0,26.3,não aplicável
985,2014-08,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1491,395,2014,8,215.0,51.0,23.7,não aplicável
993,2014-09,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1711,451,2014,9,220.0,56.0,25.5,não aplicável
146,2014-10,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1913,503,2014,10,202.0,52.0,25.7,não aplicável
1772,2014-11,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",2107,542,2014,11,194.0,39.0,20.1,não aplicável
156,2014-12,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",2314,598,2014,12,207.0,56.0,27.1,25.8
1022,2015-01,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",199,49,2015,1,199.0,49.0,24.6,não aplicável
167,2015-02,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",366,87,2015,2,167.0,38.0,22.8,não aplicável
1809,2015-03,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",547,131,2015,3,181.0,44.0,24.3,não aplicável
3499,2015-04,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",714,175,2015,4,167.0,44.0,26.3,não aplicável
190,2015-05,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",929,226,2015,5,215.0,51.0,23.7,não aplicável
1054,2015-06,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1089,273,2015,6,160.0,47.0,29.4,não aplicável
3523,2015-07,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1294,325,2015,7,205.0,52.0,25.4,não aplicável
1065,2015-08,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1500,373,2015,8,206.0,48.0,23.3,não aplicável
2727,2015-09,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1752,446,2015,9,252.0,73.0,29.0,não aplicável
1864,2015-10,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1968,499,2015,10,216.0,53.0,24.5,não aplicável
3555,2015-11,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",2149,553,2015,11,181.0,54.0,29.8,não aplicável
1098,2015-12,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",2358,612,2015,12,209.0,59.0,28.2,26.0
1886,2016-01,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",181,51,2016,1,181.0,51.0,28.2,não aplicável
2763,2016-02,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",372,101,2016,2,191.0,50.0,26.2,não aplicável
3581,2016-03,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",553,156,2016,3,181.0,55.0,30.4,não aplicável
274,2016-04,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",732,210,2016,4,179.0,54.0,30.2,não aplicável
2790,2016-05,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",935,268,2016,5,203.0,58.0,28.6,não aplicável
2799,2016-06,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1116,313,2016,6,181.0,45.0,24.9,não aplicável
1937,2016-07,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1332,363,2016,7,216.0,50.0,23.1,não aplicável
1155,2016-08,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1539,402,2016,8,207.0,39.0,18.8,não aplicável
3617,2016-09,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1787,458,2016,9,248.0,56.0,22.6,não aplicável
2832,2016-10,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",2010,514,2016,10,223.0,56.0,25.1,não aplicável
320,2016-11,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",2212,566,2016,11,202.0,52.0,25.7,não aplicável
3647,2016-12,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",2445,607,2016,12,233.0,41.0,17.6,24.8
1981,2017-01,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",191,47,2017,1,191.0,47.0,24.6,não aplicável
3659,2017-02,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",358,91,2017,2,167.0,44.0,26.3,não aplicável
2000,2017-03,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",546,131,2017,3,188.0,40.0,21.3,não aplicável
2870,2017-04,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",712,176,2017,4,166.0,45.0,27.1,não aplicável
366,2017-05,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",913,241,2017,5,201.0,65.0,32.3,não aplicável
1228,2017-06,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1089,276,2017,6,176.0,35.0,19.9,não aplicável
1235,2017-07,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1312,327,2017,7,223.0,51.0,22.9,não aplicável
2035,2017-08,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1509,380,2017,8,197.0,53.0,26.9,não aplicável
3716,2017-09,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1733,416,2017,9,224.0,36.0,16.1,não aplicável
1258,2017-11,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",2116,504,2017,11,383.0,88.0,23.0,não aplicável
2931,2017-12,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",2328,555,2017,12,212.0,51.0,24.1,23.8
2073,2018-01,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",185,48,2018,1,185.0,48.0,25.9,não aplicável
1281,2018-02,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",359,93,2018,2,174.0,45.0,25.9,não aplicável
2950,2018-03,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",525,134,2018,3,166.0,41.0,24.7,não aplicável
450,2018-04,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",677,166,2018,4,152.0,32.0,21.1,não aplicável
457,2018-05,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",899,210,2018,5,222.0,44.0,19.8,não aplicável
465,2018-06,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1069,253,2018,6,170.0,43.0,25.3,não aplicável
3791,2018-07,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1261,292,2018,7,192.0,39.0,20.3,não aplicável
1319,2018-08,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1475,349,2018,8,214.0,57.0,26.6,não aplicável
2130,2018-09,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1686,380,2018,9,211.0,31.0,14.7,não aplicável
2137,2018-10,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1913,430,2018,10,227.0,50.0,22.0,não aplicável
2143,2018-11,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",2108,476,2018,11,195.0,46.0,23.6,não aplicável
1352,2018-12,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",2317,519,2018,12,209.0,43.0,20.6,22.4
2150,2019-01,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",186,31,2019,1,186.0,31.0,16.7,não aplicável
1367,2019-02,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",364,80,2019,2,178.0,49.0,27.5,não aplicável
1373,2019-03,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",544,115,2019,3,180.0,35.0,19.4,não aplicável
2177,2019-04,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",712,155,2019,4,168.0,40.0,23.8,não aplicável
553,2019-05,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",898,196,2019,5,186.0,41.0,22.0,não aplicável
1394,2019-06,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1061,234,2019,6,163.0,38.0,23.3,não aplicável
564,2019-07,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1264,295,2019,7,203.0,61.0,30.0,não aplicável
3902,2019-08,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1468,340,2019,8,204.0,45.0,22.1,não aplicável
3065,2019-09,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1677,395,2019,9,209.0,55.0,26.3,não aplicável
1429,2019-10,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1880,434,2019,10,203.0,39.0,19.2,não aplicável
3926,2019-11,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",2058,476,2019,11,178.0,42.0,23.6,não aplicável
604,2019-12,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",2232,516,2019,12,174.0,40.0,23.0,23.1
1454,2020-01,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",174,45,2020,1,174.0,45.0,25.9,não aplicável
1459,2020-02,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",328,83,2020,2,154.0,38.0,24.7,não aplicável
2256,2020-03,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",508,137,2020,3,180.0,54.0,30.0,não aplicável
3967,2020-04,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",681,174,2020,4,173.0,37.0,21.4,não aplicável
644,2020-05,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",847,216,2020,5,166.0,42.0,25.3,não aplicável
656,2020-06,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1039,260,2020,6,192.0,44.0,22.9,não aplicável
2287,2020-07,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1239,309,2020,7,200.0,49.0,24.5,não aplicável
667,2020-08,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1433,357,2020,8,194.0,48.0,24.7,não aplicável
3153,2020-09,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1646,415,2020,9,213.0,58.0,27.2,não aplicável
1501,2020-10,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1824,454,2020,10,178.0,39.0,21.9,não aplicável
1509,2020-11,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",2011,508,2020,11,187.0,54.0,28.9,não aplicável
2338,2020-12,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",2194,556,2020,12,183.0,48.0,26.2,25.3
4029,2021-01,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",151,39,2021,1,151.0,39.0,25.8,não aplicável
4041,2021-02,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",275,69,2021,2,124.0,30.0,24.2,não aplicável
2364,2021-03,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",431,101,2021,3,156.0,32.0,20.5,não aplicável
729,2021-04,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",582,135,2021,4,151.0,34.0,22.5,não aplicável
1552,2021-05,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",741,167,2021,5,159.0,32.0,20.1,não aplicável
4058,2021-06,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",912,202,2021,6,171.0,35.0,20.5,não aplicável
757,2021-07,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1075,232,2021,7,163.0,30.0,18.4,não aplicável
3226,2021-08,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1260,274,2021,8,185.0,42.0,22.7,não aplicável
2412,2021-09,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1473,319,2021,9,213.0,45.0,21.1,não aplicável
3243,2021-10,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1653,362,2021,10,180.0,43.0,23.9,não aplicável
3252,2021-11,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1803,401,2021,11,150.0,39.0,26.0,não aplicável
783,2021-12,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",1997,456,2021,12,194.0,55.0,28.4,22.8
1599,2022-01,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",162,43,2022,1,162.0,43.0,26.5,não aplicável
2459,2022-02,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",329,85,2022,2,167.0,42.0,25.1,não aplicável
2468,2022-03,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",490,125,2022,3,161.0,40.0,24.8,não aplicável
2477,2022-04,Região de Saúde Norte,"Centro Hospitalar Tâmega e Sousa, EPE","41.2494561,-8.264901",631,163,2022,4,141.0,38.0,27.0,não aplicável
2481,2013-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",99,31,2013,1,99.0,31.0,31.3,não aplicável
1624,2013-02,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",166,48,2013,2,67.0,17.0,25.4,não aplicável
2496,2013-03,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",266,83,2013,3,100.0,35.0,35.0,não aplicável
839,2013-04,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",354,117,2013,4,88.0,34.0,38.6,não aplicável
1647,2013-05,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",447,156,2013,5,93.0,39.0,41.9,não aplicável
861,2013-06,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",537,187,2013,6,90.0,31.0,34.4,não aplicável
2529,2013-07,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",631,225,2013,7,94.0,38.0,40.4,não aplicável
1668,2013-08,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",738,260,2013,8,107.0,35.0,32.7,não aplicável
881,2013-09,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",839,306,2013,9,101.0,46.0,45.5,não aplicável
892,2013-10,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",936,353,2013,10,97.0,47.0,48.5,não aplicável
896,2013-11,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",1043,398,2013,11,107.0,45.0,42.1,não aplicável
3357,2013-12,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",1127,433,2013,12,84.0,35.0,41.7,38.4
912,2014-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",75,31,2014,1,75.0,31.0,41.3,não aplicável
2583,2014-02,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",151,60,2014,2,76.0,29.0,38.2,não aplicável
99,2014-03,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",247,98,2014,3,96.0,38.0,39.6,não aplicável
103,2014-04,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",312,123,2014,4,65.0,25.0,38.5,não aplicável
3401,2014-05,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",372,149,2014,5,60.0,26.0,43.3,não aplicável
2611,2014-06,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",464,179,2014,6,92.0,30.0,32.6,não aplicável
120,2014-07,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",567,211,2014,7,103.0,32.0,31.1,não aplicável
2622,2014-08,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",671,245,2014,8,104.0,34.0,32.7,não aplicável
986,2014-09,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",764,274,2014,9,93.0,29.0,31.2,não aplicável
142,2014-10,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",856,305,2014,10,92.0,31.0,33.7,não aplicável
3455,2014-11,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",951,334,2014,11,95.0,29.0,30.5,não aplicável
1775,2014-12,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",1042,364,2014,12,91.0,30.0,33.0,34.9
2660,2015-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",107,28,2015,1,107.0,28.0,26.2,não aplicável
1789,2015-02,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",193,51,2015,2,86.0,23.0,26.7,não aplicável
169,2015-03,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",276,75,2015,3,83.0,24.0,28.9,não aplicável
3495,2015-04,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",376,106,2015,4,100.0,31.0,31.0,não aplicável
3501,2015-05,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",463,126,2015,5,87.0,20.0,23.0,não aplicável
3513,2015-06,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE","38.5684861,-7.9032848",549,153,2015,6,86.0,27.0,31.4,não aplicável
